return_id,order_id,return_date,return_reason,refund_amount
R0002109,O00484124,2025-11-17,Damaged Product,284.1
R0002110,O00297680,2026-04-08,Late Delivery,201.81
R0002111,O00416340,2025-11-02,Late Delivery,361.16
R0002112,O00292375,2026-04-15,Late Delivery,96.59
R0002113,O00494228,2026-01-27,Wrong Item,343.69
R0002114,O00450484,2025-12-01,Damaged Product,222.37
R0002115,O00170345,2026-04-18,Wrong Item,51.1
R0002116,O00150687,2025-11-25,Wrong Item,107.0
R0002117,O00365439,2026-05-18,Wrong Item,298.79
R0002118,O00338923,2026-02-09,Wrong Item,193.07
R0002119,O00079263,2026-06-05,Late Delivery,254.92
R0002120,O00253026,2026-05-05,Damaged Product,137.2
R0002121,O00290056,2026-01-11,Late Delivery,199.51
R0002122,O00329852,2026-05-18,Wrong Item,271.6
R0002123,O00409599,2026-01-07,Wrong Item,391.31
R0002124,O00332218,2025-09-24,Customer Changed Mind,355.26
R0002125,O00364665,2026-02-12,Damaged Product,276.27
R0002126,O00021858,2025-10-14,Late Delivery,219.33
R0002127,O00443677,2026-08-01,Customer Changed Mind,426.12
R0002128,O00045032,2026-03-10,Late Delivery,279.55
R0002129,O00203377,2025-10-18,Damaged Product,345.96
R0002130,O00370562,2026-04-07,Customer Changed Mind,11.07
R0002131,O00043225,2026-07-26,Late Delivery,269.12
R0002132,O00243849,2026-07-13,Late Delivery,108.23
R0002133,O00114802,2025-11-06,Wrong Item,21.31
R0002134,O00063762,2025-09-07,Late Delivery,401.28
R0002135,O00400813,2025-11-20,Customer Changed Mind,30.12
R0002136,O00176203,2025-10-23,Wrong Item,110.44
R0002137,O00111430,2025-09-16,Late Delivery,379.76
R0002138,O00323872,2025-10-11,Wrong Item,229.2
R0002139,O00149958,2025-12-18,Customer Changed Mind,71.56
R0002140,O00045803,2026-01-12,Customer Changed Mind,11.68
R0002141,O00441354,2025-11-30,Customer Changed Mind,367.69
R0002142,O00466042,2026-08-04,Customer Changed Mind,242.66
R0002143,O00216459,2026-06-13,Damaged Product,63.67
R0002144,O00042403,2026-05-15,Late Delivery,176.22
R0002145,O00450336,2025-09-07,Wrong Item,17.89
R0002146,O00163907,2026-06-30,Late Delivery,337.87
R0002147,O00186385,2026-04-05,Wrong Item,408.23
R0002148,O00140646,2026-07-09,Damaged Product,105.32
R0002149,O00281079,2026-03-20,Customer Changed Mind,448.22
R0002150,O00137833,2026-08-06,Customer Changed Mind,432.74
R0002151,O00498651,2026-07-22,Damaged Product,142.7
R0002152,O00299738,2026-08-16,Damaged Product,102.82
R0002153,O00177172,2026-04-26,Wrong Item,475.95
R0002154,O00325773,2026-01-25,Customer Changed Mind,119.45
R0002155,O00217205,2026-08-07,Damaged Product,115.14
R0002156,O00434789,2026-02-06,Wrong Item,295.15
R0002157,O00178927,2026-01-30,Customer Changed Mind,310.23
R0002158,O00478330,2026-02-14,Customer Changed Mind,30.71
R0002159,O00152067,2026-07-17,Wrong Item,247.19
R0002160,O00250048,2025-11-12,Wrong Item,329.33
R0002161,O00185512,2025-10-16,Late Delivery,345.5
R0002162,O00292905,2026-07-14,Late Delivery,199.74
R0002163,O00190562,2026-03-07,Customer Changed Mind,195.5
R0002164,O00192395,2026-03-23,Wrong Item,392.85
R0002165,O00121749,2026-01-08,Customer Changed Mind,236.97
R0002166,O00228235,2026-08-03,Wrong Item,297.06
R0002167,O00366202,2025-12-23,Late Delivery,79.09
R0002168,O00114092,2025-12-04,Wrong Item,121.07
R0002169,O00498339,2026-05-17,Wrong Item,401.47
R0002170,O00323104,2025-10-21,Wrong Item,313.94
R0002171,O00250182,2026-07-18,Damaged Product,67.4
R0002172,O00301438,2025-12-18,Late Delivery,442.48
R0002173,O00210316,2025-10-09,Late Delivery,271.1
R0002174,O00149206,2026-03-01,Damaged Product,322.78
R0002175,O00407409,2026-07-20,Wrong Item,126.81
R0002176,O00378681,2025-09-03,Damaged Product,68.94
R0002177,O00282678,2025-09-18,Damaged Product,237.16
R0002178,O00344540,2026-05-16,Damaged Product,43.36
R0002179,O00497820,2026-02-27,Customer Changed Mind,159.86
R0002180,O00008100,2025-11-12,Wrong Item,487.34
R0002181,O00408848,2026-02-17,Late Delivery,23.38
R0002182,O00369896,2026-06-05,Wrong Item,166.8
R0002183,O00272227,2026-03-12,Customer Changed Mind,375.41
R0002184,O00327259,2026-02-03,Wrong Item,194.37
R0002185,O00333094,2025-12-16,Wrong Item,316.89
R0002186,O00457314,2026-04-08,Wrong Item,353.13
R0002187,O00307354,2026-04-04,Damaged Product,36.34
R0002188,O00014647,2026-08-12,Late Delivery,255.64
R0002189,O00227398,2025-11-22,Damaged Product,354.29
R0002190,O00256452,2026-05-16,Damaged Product,50.5
R0002191,O00294871,2025-09-30,Damaged Product,74.85
R0002192,O00197261,2025-10-12,Wrong Item,451.22
R0002193,O00481544,2026-03-18,Late Delivery,298.71
R0002194,O00290197,2026-07-15,Customer Changed Mind,382.04
R0002195,O00410617,2026-01-03,Customer Changed Mind,473.66
R0002196,O00162318,2026-02-07,Damaged Product,405.12
R0002197,O00343512,2025-12-19,Damaged Product,140.3
R0002198,O00181506,2025-09-16,Late Delivery,497.32
R0002199,O00374158,2026-08-10,Late Delivery,92.19
R0002200,O00381628,2026-07-01,Wrong Item,160.19
R0002201,O00148532,2026-04-07,Wrong Item,282.13
R0002202,O00430435,2025-10-26,Late Delivery,136.0
R0002203,O00207147,2026-07-07,Customer Changed Mind,263.12
R0002204,O00002763,2026-02-21,Damaged Product,119.61
R0002205,O00060947,2026-06-14,Late Delivery,228.99
R0002206,O00126415,2026-01-22,Late Delivery,336.78
R0002207,O00395505,2026-05-10,Damaged Product,447.39
R0002208,O00055293,2025-09-21,Damaged Product,119.35
R0002209,O00309723,2025-09-27,Late Delivery,57.49
R0002210,O00161966,2025-10-12,Late Delivery,463.27
R0002211,O00233947,2025-12-02,Late Delivery,374.1
R0002212,O00111358,2026-03-24,Damaged Product,236.03
R0002213,O00308848,2025-10-27,Late Delivery,314.15
R0002214,O00233864,2026-04-23,Wrong Item,105.23
R0002215,O00051990,2026-03-22,Customer Changed Mind,75.32
R0002216,O00312508,2026-04-28,Wrong Item,422.6
R0002217,O00250169,2025-10-18,Late Delivery,52.17
R0002218,O00143998,2025-10-08,Customer Changed Mind,237.56
R0002219,O00457140,2026-06-23,Late Delivery,220.74
R0002220,O00008935,2025-08-29,Customer Changed Mind,494.93
R0002221,O00244032,2025-08-27,Damaged Product,172.63
R0002222,O00085285,2025-12-03,Wrong Item,400.18
R0002223,O00394369,2025-09-07,Wrong Item,206.48
R0002224,O00203704,2026-03-04,Wrong Item,451.29
R0002225,O00280003,2026-03-31,Wrong Item,164.09
R0002226,O00418885,2026-08-11,Customer Changed Mind,49.81
R0002227,O00384102,2025-11-09,Damaged Product,94.77
R0002228,O00444392,2026-06-15,Customer Changed Mind,498.67
R0002229,O00259673,2026-04-15,Wrong Item,313.89
R0002230,O00133603,2026-04-14,Damaged Product,492.11
R0002231,O00413059,2026-04-16,Late Delivery,259.49
R0002232,O00229044,2026-04-08,Damaged Product,149.29
R0002233,O00348417,2026-01-08,Damaged Product,299.23
R0002234,O00106228,2026-08-18,Damaged Product,460.98
R0002235,O00436850,2026-06-21,Late Delivery,51.29
R0002236,O00208889,2025-11-14,Late Delivery,306.28
R0002237,O00445333,2025-11-15,Damaged Product,425.7
R0002238,O00485089,2025-10-10,Late Delivery,218.88
R0002239,O00445129,2026-04-07,Damaged Product,189.4
R0002240,O00179296,2026-03-29,Wrong Item,249.35
R0002241,O00107170,2026-02-21,Late Delivery,371.97
R0002242,O00078345,2026-05-12,Late Delivery,382.07
R0002243,O00417884,2026-01-04,Wrong Item,331.5
R0002244,O00344828,2025-09-24,Wrong Item,130.4
R0002245,O00099838,2026-08-11,Customer Changed Mind,224.4
R0002246,O00151438,2025-10-05,Late Delivery,226.12
R0002247,O00314495,2026-08-12,Damaged Product,39.86
R0002248,O00183250,2025-09-12,Customer Changed Mind,392.69
R0002249,O00039201,2026-01-03,Customer Changed Mind,48.14
R0002250,O00494568,2026-06-17,Wrong Item,202.17
R0002251,O00338207,2025-09-25,Wrong Item,277.61
R0002252,O00423684,2026-01-31,Damaged Product,205.98
R0002253,O00454380,2026-03-08,Wrong Item,189.86
R0002254,O00340390,2026-01-30,Late Delivery,390.35
R0002255,O00419385,2026-06-06,Customer Changed Mind,145.33
R0002256,O00043517,2026-04-14,Damaged Product,490.22
R0002257,O00306476,2026-03-18,Late Delivery,130.15
R0002258,O00095094,2026-02-09,Damaged Product,323.54
R0002259,O00102287,2025-09-05,Customer Changed Mind,382.96
R0002260,O00332187,2026-02-07,Customer Changed Mind,329.38
R0002261,O00444667,2026-07-07,Damaged Product,78.53
R0002262,O00064214,2026-05-11,Wrong Item,379.4
R0002263,O00445801,2025-08-30,Wrong Item,238.3
R0002264,O00012098,2026-03-22,Late Delivery,71.93
R0002265,O00139389,2026-06-29,Customer Changed Mind,415.95
R0002266,O00474005,2026-06-15,Customer Changed Mind,68.87
R0002267,O00421319,2025-11-25,Wrong Item,121.06
R0002268,O00135452,2025-10-25,Late Delivery,75.27
R0002269,O00489586,2025-11-01,Customer Changed Mind,68.41
R0002270,O00172917,2026-06-09,Late Delivery,380.49
R0002271,O00159374,2025-12-03,Late Delivery,134.14
R0002272,O00453174,2026-08-14,Late Delivery,307.77
R0002273,O00267573,2026-07-08,Damaged Product,150.56
R0002274,O00437188,2026-04-10,Customer Changed Mind,13.46
R0002275,O00372252,2026-07-30,Late Delivery,485.02
R0002276,O00396639,2026-05-25,Late Delivery,95.53
R0002277,O00200677,2025-11-09,Customer Changed Mind,37.11
R0002278,O00288531,2026-03-28,Wrong Item,229.6
R0002279,O00363404,2026-04-30,Wrong Item,181.61
R0002280,O00273391,2026-04-05,Late Delivery,330.82
R0002281,O00213597,2025-08-25,Customer Changed Mind,437.64
R0002282,O00171102,2026-03-21,Wrong Item,410.43
R0002283,O00477676,2026-03-29,Damaged Product,367.87
R0002284,O00469732,2025-08-25,Damaged Product,209.94
R0002285,O00121307,2026-07-10,Late Delivery,415.86
R0002286,O00453257,2025-09-26,Wrong Item,74.06
R0002287,O00219694,2025-11-15,Customer Changed Mind,237.95
R0002288,O00202308,2026-01-06,Wrong Item,138.3
R0002289,O00009687,2025-11-13,Late Delivery,309.14
R0002290,O00493257,2026-02-26,Damaged Product,343.87
R0002291,O00346393,2025-12-10,Late Delivery,470.81
R0002292,O00435404,2025-09-02,Wrong Item,102.65
R0002293,O00167524,2025-12-09,Customer Changed Mind,259.29
R0002294,O00382629,2025-09-10,Damaged Product,379.19
R0002295,O00015238,2026-08-10,Wrong Item,54.66
R0002296,O00092191,2026-07-04,Wrong Item,226.25
R0002297,O00162347,2026-06-20,Wrong Item,197.94
R0002298,O00384293,2026-08-17,Wrong Item,299.42
R0002299,O00455744,2026-02-09,Damaged Product,61.59
R0002300,O00081040,2025-10-14,Late Delivery,426.91
R0002301,O00185321,2025-11-23,Wrong Item,211.7
R0002302,O00451662,2026-06-11,Late Delivery,434.61
R0002303,O00152197,2025-10-17,Late Delivery,148.19
R0002304,O00486644,2026-01-18,Customer Changed Mind,149.39
R0002305,O00492553,2025-11-09,Late Delivery,59.75
R0002306,O00211334,2026-02-13,Wrong Item,496.81
R0002307,O00316177,2026-08-14,Late Delivery,319.69
R0002308,O00406652,2025-09-17,Customer Changed Mind,300.01
R0002309,O00249769,2026-02-05,Damaged Product,97.04
R0002310,O00052753,2025-10-25,Damaged Product,216.08
R0002311,O00126893,2026-04-20,Late Delivery,252.73
R0002312,O00315583,2025-09-20,Late Delivery,257.53
R0002313,O00000006,2026-07-20,Wrong Item,476.74
R0002314,O00111705,2025-10-08,Late Delivery,257.89
R0002315,O00167402,2025-10-17,Late Delivery,109.9
R0002316,O00045376,2025-11-29,Late Delivery,184.92
R0002317,O00134873,2026-08-21,Late Delivery,349.48
R0002318,O00403343,2026-08-19,Wrong Item,247.22
R0002319,O00141231,2025-09-18,Customer Changed Mind,409.55
R0002320,O00275332,2026-02-01,Damaged Product,55.39
R0002321,O00338037,2026-03-30,Wrong Item,72.89
R0002322,O00112118,2026-03-04,Late Delivery,381.72
R0002323,O00302875,2025-12-19,Customer Changed Mind,466.01
R0002324,O00417946,2026-07-18,Customer Changed Mind,175.6
R0002325,O00451252,2025-10-16,Late Delivery,459.49
R0002326,O00021808,2026-01-23,Customer Changed Mind,417.07
R0002327,O00414669,2026-07-15,Wrong Item,170.09
R0002328,O00337844,2026-04-07,Wrong Item,246.04
R0002329,O00057033,2025-11-30,Late Delivery,112.88
R0002330,O00362352,2026-06-24,Late Delivery,176.34
R0002331,O00245988,2026-04-03,Late Delivery,260.84
R0002332,O00107430,2026-01-19,Wrong Item,325.82
R0002333,O00193692,2026-06-23,Late Delivery,208.62
R0002334,O00489160,2025-12-27,Customer Changed Mind,32.92
R0002335,O00216376,2026-01-15,Wrong Item,147.94
R0002336,O00057462,2026-07-12,Damaged Product,491.74
R0002337,O00023860,2025-09-04,Wrong Item,467.21
R0002338,O00345954,2026-03-12,Customer Changed Mind,413.26
R0002339,O00341577,2026-04-17,Customer Changed Mind,23.01
R0002340,O00130148,2025-12-27,Wrong Item,379.09
R0002341,O00122077,2026-05-22,Damaged Product,233.03
R0002342,O00085724,2025-10-31,Wrong Item,135.12
R0002343,O00075245,2025-12-18,Customer Changed Mind,387.65
R0002344,O00080266,2026-05-02,Wrong Item,56.05
R0002345,O00477222,2026-01-17,Wrong Item,250.75
R0002346,O00193243,2026-08-17,Customer Changed Mind,459.71
R0002347,O00176179,2026-01-04,Wrong Item,479.46
R0002348,O00480486,2026-06-25,Customer Changed Mind,173.41
R0002349,O00028704,2025-10-05,Wrong Item,231.55
R0002350,O00371254,2025-09-11,Wrong Item,296.97
R0002351,O00206023,2026-02-18,Customer Changed Mind,335.33
R0002352,O00044666,2026-06-18,Damaged Product,337.53
R0002353,O00014206,2026-01-13,Customer Changed Mind,14.08
R0002354,O00330272,2026-02-15,Damaged Product,377.56
R0002355,O00330796,2025-08-29,Wrong Item,200.32
R0002356,O00293327,2026-06-13,Damaged Product,295.69
R0002357,O00099540,2025-09-13,Customer Changed Mind,258.71
R0002358,O00394074,2026-04-16,Damaged Product,250.55
R0002359,O00146912,2026-04-28,Late Delivery,187.47
R0002360,O00381197,2025-10-20,Late Delivery,43.84
R0002361,O00170174,2026-04-04,Customer Changed Mind,116.15
R0002362,O00428210,2025-12-01,Damaged Product,391.13
R0002363,O00106518,2026-05-06,Late Delivery,336.52
R0002364,O00306009,2026-08-04,Wrong Item,434.51
R0002365,O00023342,2026-05-13,Wrong Item,362.42
R0002366,O00416029,2026-05-26,Wrong Item,44.81
R0002367,O00135304,2026-04-02,Damaged Product,271.22
R0002368,O00158745,2026-03-19,Customer Changed Mind,487.42
R0002369,O00324500,2026-07-04,Customer Changed Mind,475.94
R0002370,O00441925,2025-08-25,Damaged Product,209.5
R0002371,O00163829,2026-04-18,Wrong Item,384.81
R0002372,O00203099,2025-11-20,Damaged Product,15.48
R0002373,O00146801,2025-12-05,Damaged Product,389.1
R0002374,O00440848,2026-06-19,Customer Changed Mind,25.0
R0002375,O00425560,2026-01-04,Late Delivery,103.62
R0002376,O00368566,2026-08-22,Customer Changed Mind,100.07
R0002377,O00335417,2026-01-19,Wrong Item,266.83
R0002378,O00424409,2025-12-05,Late Delivery,185.84
R0002379,O00165876,2025-11-06,Damaged Product,259.63
R0002380,O00408226,2026-04-16,Wrong Item,131.06
R0002381,O00160456,2025-09-26,Customer Changed Mind,97.52
R0002382,O00445537,2026-02-07,Damaged Product,285.06
R0002383,O00313758,2026-05-29,Customer Changed Mind,255.43
R0002384,O00114207,2025-12-28,Damaged Product,82.92
R0002385,O00208208,2025-08-29,Wrong Item,121.76
R0002386,O00257290,2026-03-31,Late Delivery,205.0
R0002387,O00418148,2026-05-23,Wrong Item,375.45
R0002388,O00019326,2026-01-04,Customer Changed Mind,199.03
R0002389,O00252477,2026-03-28,Customer Changed Mind,409.51
R0002390,O00477622,2025-11-16,Damaged Product,55.94
R0002391,O00260917,2026-01-29,Late Delivery,385.39
R0002392,O00140085,2026-02-08,Late Delivery,286.26
R0002393,O00246137,2026-07-12,Late Delivery,247.69
R0002394,O00147091,2026-06-29,Wrong Item,296.39
R0002395,O00329264,2026-07-25,Wrong Item,280.84
R0002396,O00222499,2026-07-19,Wrong Item,117.3
R0002397,O00249369,2025-12-21,Late Delivery,287.74
R0002398,O00251373,2026-02-21,Late Delivery,344.18
R0002399,O00361170,2025-12-08,Damaged Product,81.94
R0002400,O00212395,2025-12-22,Customer Changed Mind,15.59
R0002401,O00212702,2025-08-25,Damaged Product,495.14
R0002402,O00104471,2026-06-20,Customer Changed Mind,42.6
R0002403,O00093949,2025-09-09,Damaged Product,356.12
R0002404,O00081826,2025-11-12,Late Delivery,48.41
R0002405,O00342794,2026-08-23,Customer Changed Mind,96.87
R0002406,O00201061,2025-11-17,Damaged Product,251.42
R0002407,O00072637,2025-10-28,Damaged Product,393.27
R0002408,O00350004,2025-12-25,Wrong Item,168.93
R0002409,O00012773,2025-12-28,Wrong Item,355.81
R0002410,O00188553,2025-10-05,Damaged Product,418.06
R0002411,O00037376,2026-01-11,Damaged Product,419.06
R0002412,O00122065,2026-01-08,Wrong Item,420.68
R0002413,O00282927,2025-10-10,Late Delivery,450.51
R0002414,O00286090,2025-09-07,Customer Changed Mind,372.45
R0002415,O00115216,2026-05-05,Late Delivery,186.3
R0002416,O00438001,2026-05-06,Customer Changed Mind,229.71
R0002417,O00419692,2026-03-27,Damaged Product,406.66
R0002418,O00149959,2026-08-10,Late Delivery,139.43
R0002419,O00136578,2026-08-05,Wrong Item,250.56
R0002420,O00477623,2026-08-25,Wrong Item,219.28
R0002421,O00102329,2025-10-14,Late Delivery,493.07
R0002422,O00461964,2025-11-21,Damaged Product,326.61
R0002423,O00431939,2025-09-19,Damaged Product,124.79
R0002424,O00243777,2026-07-12,Damaged Product,453.58
R0002425,O00130522,2025-09-29,Wrong Item,276.27
R0002426,O00364070,2026-02-23,Wrong Item,288.58
R0002427,O00440494,2025-11-25,Damaged Product,281.18
R0002428,O00145309,2026-08-02,Wrong Item,210.11
R0002429,O00206857,2025-11-23,Wrong Item,56.69
R0002430,O00077454,2026-08-11,Customer Changed Mind,270.19
R0002431,O00418792,2026-06-18,Wrong Item,492.75
R0002432,O00191750,2026-05-22,Customer Changed Mind,11.82
R0002433,O00373671,2026-06-17,Damaged Product,417.48
R0002434,O00462956,2026-01-01,Late Delivery,420.27
R0002435,O00496913,2025-09-15,Wrong Item,203.03
R0002436,O00325427,2026-07-21,Late Delivery,349.15
R0002437,O00027525,2025-12-11,Wrong Item,434.96
R0002438,O00246639,2026-02-19,Late Delivery,84.58
R0002439,O00126259,2026-08-11,Customer Changed Mind,45.87
R0002440,O00072090,2025-11-11,Late Delivery,254.72
R0002441,O00127955,2025-08-30,Late Delivery,264.92
R0002442,O00038060,2026-01-11,Late Delivery,47.69
R0002443,O00061300,2026-01-30,Late Delivery,373.01
R0002444,O00282597,2025-11-19,Customer Changed Mind,274.34
R0002445,O00321939,2026-08-14,Wrong Item,146.36
R0002446,O00292004,2026-04-20,Wrong Item,355.76
R0002447,O00273699,2025-10-08,Damaged Product,255.4
R0002448,O00369419,2026-03-28,Customer Changed Mind,92.95
R0002449,O00168727,2026-02-15,Damaged Product,338.23
R0002450,O00294098,2026-01-10,Late Delivery,158.56
R0002451,O00089747,2026-07-29,Customer Changed Mind,343.99
R0002452,O00388709,2025-09-04,Customer Changed Mind,104.51
R0002453,O00433458,2025-11-05,Damaged Product,198.81
R0002454,O00200473,2025-12-11,Customer Changed Mind,61.48
R0002455,O00036487,2025-09-02,Late Delivery,57.37
R0002456,O00385255,2025-09-04,Customer Changed Mind,342.49
R0002457,O00428028,2026-02-01,Damaged Product,247.76
R0002458,O00198782,2026-04-24,Late Delivery,359.25
R0002459,O00221876,2026-08-12,Wrong Item,447.62
R0002460,O00359944,2025-10-08,Late Delivery,245.51
R0002461,O00083951,2026-06-10,Wrong Item,156.02
R0002462,O00006302,2026-08-11,Late Delivery,207.36
R0002463,O00032225,2026-08-04,Customer Changed Mind,114.81
R0002464,O00446131,2026-04-02,Damaged Product,141.56
R0002465,O00110904,2025-08-25,Damaged Product,436.8
R0002466,O00362299,2025-08-31,Customer Changed Mind,420.77
R0002467,O00109206,2026-06-19,Late Delivery,160.21
R0002468,O00422999,2026-01-22,Customer Changed Mind,185.35
R0002469,O00259403,2025-10-08,Late Delivery,289.43
R0002470,O00140518,2025-10-14,Wrong Item,42.68
R0002471,O00391936,2026-04-19,Late Delivery,217.27
R0002472,O00101847,2025-10-08,Late Delivery,30.78
R0002473,O00067350,2026-02-04,Wrong Item,382.03
R0002474,O00328088,2026-07-30,Damaged Product,313.57
R0002475,O00415503,2026-02-27,Wrong Item,309.88
R0002476,O00024875,2026-01-20,Damaged Product,187.72
R0002477,O00429380,2026-08-06,Late Delivery,392.05
R0002478,O00444335,2026-07-28,Late Delivery,58.79
R0002479,O00416731,2026-05-27,Late Delivery,76.21
R0002480,O00192042,2025-12-02,Late Delivery,246.45
R0002481,O00176756,2026-04-20,Late Delivery,95.45
R0002482,O00461250,2026-08-06,Late Delivery,251.35
R0002483,O00228529,2026-08-22,Wrong Item,254.61
R0002484,O00161135,2025-09-21,Wrong Item,335.45
R0002485,O00497427,2026-04-26,Damaged Product,47.87
R0002486,O00328192,2026-05-21,Late Delivery,213.19
R0002487,O00012813,2026-07-11,Customer Changed Mind,106.34
R0002488,O00189788,2025-09-08,Damaged Product,463.93
R0002489,O00186291,2025-11-04,Customer Changed Mind,182.56
R0002490,O00283363,2025-11-05,Damaged Product,37.91
R0002491,O00247532,2025-11-04,Wrong Item,39.35
R0002492,O00081414,2026-04-22,Customer Changed Mind,463.78
R0002493,O00149201,2025-12-17,Customer Changed Mind,282.94
R0002494,O00169478,2026-05-16,Wrong Item,92.43
R0002495,O00004275,2026-06-16,Wrong Item,19.99
R0002496,O00385467,2026-06-05,Customer Changed Mind,210.04
R0002497,O00141458,2026-06-29,Damaged Product,341.32
R0002498,O00127117,2025-11-30,Late Delivery,250.95
R0002499,O00236081,2026-07-11,Late Delivery,396.43
R0002500,O00027121,2026-04-27,Damaged Product,250.92
R0002501,O00129626,2026-04-28,Customer Changed Mind,354.03
R0002502,O00454069,2026-06-08,Wrong Item,386.92
R0002503,O00258179,2025-09-29,Damaged Product,498.82
R0002504,O00274743,2026-06-28,Customer Changed Mind,25.71
R0002505,O00379158,2025-12-13,Damaged Product,202.81
R0002506,O00242439,2026-04-15,Damaged Product,240.99
R0002507,O00255556,2025-11-13,Damaged Product,52.74
R0002508,O00487158,2025-09-25,Late Delivery,243.46
R0002509,O00367361,2026-06-28,Damaged Product,445.43
R0002510,O00406448,2025-09-19,Late Delivery,222.11
R0002511,O00353261,2026-08-04,Damaged Product,42.98
R0002512,O00405796,2026-01-07,Damaged Product,23.71
R0002513,O00408983,2025-11-26,Damaged Product,307.89
R0002514,O00054102,2025-10-17,Late Delivery,489.61
R0002515,O00363869,2025-11-03,Damaged Product,252.35
R0002516,O00074318,2026-05-09,Damaged Product,96.93
R0002517,O00080613,2025-09-11,Customer Changed Mind,383.45
R0002518,O00438364,2025-10-19,Customer Changed Mind,366.93
R0002519,O00112854,2026-02-03,Damaged Product,213.83
R0002520,O00460955,2026-01-01,Damaged Product,128.52
R0002521,O00009296,2025-09-14,Damaged Product,112.67
R0002522,O00267746,2026-05-11,Damaged Product,243.52
R0002523,O00466030,2026-02-27,Customer Changed Mind,143.15
R0002524,O00475087,2026-08-05,Damaged Product,62.68
R0002525,O00120233,2026-03-11,Damaged Product,405.96
R0002526,O00304772,2026-07-09,Late Delivery,357.44
R0002527,O00090328,2026-07-26,Late Delivery,482.15
R0002528,O00278519,2026-03-17,Customer Changed Mind,185.73
R0002529,O00278723,2025-12-27,Damaged Product,409.21
R0002530,O00384690,2026-07-18,Customer Changed Mind,59.57
R0002531,O00392950,2026-08-01,Damaged Product,355.89
R0002532,O00307435,2026-04-30,Late Delivery,301.7
R0002533,O00182846,2025-10-14,Customer Changed Mind,375.51
R0002534,O00098417,2026-01-31,Late Delivery,220.21
R0002535,O00186183,2026-06-15,Customer Changed Mind,178.39
R0002536,O00255119,2026-02-19,Wrong Item,389.3
R0002537,O00481701,2026-05-03,Late Delivery,302.82
R0002538,O00417859,2026-04-14,Damaged Product,378.47
R0002539,O00077317,2026-01-08,Damaged Product,192.3
R0002540,O00270927,2025-09-21,Customer Changed Mind,17.4
R0002541,O00430581,2026-07-16,Customer Changed Mind,199.49
R0002542,O00156873,2026-07-15,Late Delivery,390.91
R0002543,O00320916,2026-05-07,Wrong Item,131.64
R0002544,O00261628,2026-01-05,Late Delivery,238.21
R0002545,O00277446,2026-01-09,Customer Changed Mind,128.72
R0002546,O00481460,2025-12-10,Damaged Product,221.5
R0002547,O00406718,2026-05-15,Late Delivery,297.54
R0002548,O00163958,2026-04-03,Late Delivery,205.08
R0002549,O00259045,2026-07-16,Late Delivery,141.65
R0002550,O00395135,2026-04-29,Late Delivery,69.3
R0002551,O00255548,2025-10-24,Late Delivery,490.22
R0002552,O00466914,2026-07-14,Customer Changed Mind,257.23
R0002553,O00457316,2026-05-08,Late Delivery,331.05
R0002554,O00132463,2026-01-15,Damaged Product,413.66
R0002555,O00341261,2026-08-01,Wrong Item,46.97
R0002556,O00442410,2026-06-17,Wrong Item,297.9
R0002557,O00148288,2026-05-01,Late Delivery,364.25
R0002558,O00410894,2025-09-21,Customer Changed Mind,194.94
R0002559,O00168379,2025-12-03,Customer Changed Mind,419.23
R0002560,O00040773,2026-08-09,Damaged Product,336.23
R0002561,O00464580,2026-01-04,Wrong Item,179.83
R0002562,O00434862,2025-11-30,Wrong Item,20.78
R0002563,O00107299,2026-03-18,Customer Changed Mind,391.75
R0002564,O00206826,2026-06-07,Customer Changed Mind,402.8
R0002565,O00262737,2026-02-16,Wrong Item,304.75
R0002566,O00357263,2025-09-10,Wrong Item,279.23
R0002567,O00490066,2025-12-06,Wrong Item,72.27
R0002568,O00347189,2025-11-09,Damaged Product,417.69
R0002569,O00411051,2026-04-16,Damaged Product,41.68
R0002570,O00195379,2025-10-11,Wrong Item,470.66
R0002571,O00126918,2026-02-17,Customer Changed Mind,162.26
R0002572,O00328272,2026-06-09,Customer Changed Mind,257.12
R0002573,O00168073,2025-12-16,Wrong Item,89.46
R0002574,O00165507,2026-07-30,Damaged Product,38.38
R0002575,O00182088,2026-03-13,Damaged Product,53.02
R0002576,O00493193,2025-09-11,Customer Changed Mind,282.59
R0002577,O00462131,2025-09-02,Wrong Item,79.23
R0002578,O00002664,2026-01-02,Late Delivery,396.77
R0002579,O00394890,2025-12-19,Customer Changed Mind,419.2
R0002580,O00387121,2026-05-21,Late Delivery,364.53
R0002581,O00402614,2026-01-20,Late Delivery,323.05
R0002582,O00345716,2025-10-01,Customer Changed Mind,94.84
R0002583,O00385259,2026-05-31,Late Delivery,200.53
R0002584,O00141018,2026-07-16,Damaged Product,113.44
R0002585,O00440649,2026-02-19,Customer Changed Mind,201.01
R0002586,O00216912,2025-12-04,Wrong Item,290.3
R0002587,O00398321,2026-08-06,Wrong Item,234.76
R0002588,O00293953,2026-07-24,Damaged Product,319.18
R0002589,O00420606,2026-05-03,Wrong Item,171.29
R0002590,O00370467,2025-11-07,Damaged Product,240.07
R0002591,O00265611,2025-10-22,Late Delivery,198.88
R0002592,O00329409,2026-01-25,Damaged Product,390.32
R0002593,O00328322,2025-09-14,Customer Changed Mind,335.33
R0002594,O00110107,2026-01-09,Wrong Item,100.39
R0002595,O00353793,2025-12-21,Customer Changed Mind,243.54
